#class tools::wcsv::ntuple
#title Edep
#separator 44
#vector_separator 59
#column double Eabs
#column double Egap
0,0
0,0
0.429146,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.212845,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.114665,0
0,0
0,0
0,0
0,0
0.682919,0
0,0
0,0
0,0
0,0
0.318495,0
0.356061,0
0,0
0,0
0.170571,0
0,0
0,0
0,0
0,0
0,0
0.0223635,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.114059,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.119927,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.272404,0
0,0
0,0
0,0
0.489447,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0393805,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.237268,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0716253,0
0,0
0.267725,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.307926,0
0,0
0.303141,0
0,0
0,0
0,0
0,0
0,0
0,0
0.403775,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.368157,0
0,0
0,0
0,0
0,0
0.418904,0
0.194928,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.264491,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.682528,0
0,0
0,0
0,0
0.173749,0
0,0
0,0
0,0
0,0
0,0
0.420709,0
0,0
0,0
0,0
0.0481733,0
0,0
0,0
0,0
0.682807,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.345814,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
